NOV_ISSUED_DATE,NOV_NUMBER,"Street Address",City,State,VIOLATION_DESCRIPTION,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
4/6/2019,P005793453,"3300 W 63RD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.778271,-87.705739,1,rooftop,3300,"W 63rd Pl",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
4/6/2019,P005800238,"7200 S SOUTH CHICAGO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.763802,-87.603122,1,range_interpolation,7200,"S South Chicago Ave",,,Chicago,IL,"Cook County",60619,US,"TIGER/Line® dataset from the US Census Bureau"
4/6/2019,P005804279,"900 W ADDISON ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/6/2019,P005919165,"3300 W 55TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.793748,-87.706205,1,rooftop,3300,"W 55th St",,,Chicago,IL,"Cook County",60632,US,"City of Chicago"
4/7/2019,P005450687,"200 W LAKE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.886053,-87.634232,1,rooftop,200,"W Lake St",,,Chicago,IL,"Cook County",60606,US,"City of Chicago"
4/7/2019,P005490159,"3600 N CLARK ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947351,-87.656515,1,range_interpolation,3600,"N Clark St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/7/2019,P005488944,"2700 N PINE GROVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.931144,-87.640795,1,rooftop,2700,"N Pine Grove Ave",,,Chicago,IL,"Cook County",60614,US,"City of Chicago"
4/7/2019,P005490835,"3700 N BROADWAY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.949419,-87.648788,1,rooftop,3700,"N Broadway St",,,Chicago,IL,"Cook County",60613,US,"City of Chicago"
4/7/2019,P005409075,"5600 S PERRY ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.792736,-87.627982,1,rooftop,5600,"S Perry Ave",,,Chicago,IL,"Cook County",60621,US,Cook
4/7/2019,P005450521,"300 N PINE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.885969,-87.763865,1,rooftop,300,"N Pine Ave",,,Chicago,IL,"Cook County",60644,US,"City of Chicago"
4/7/2019,P005661373,"3900 W JACKSON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.877381,-87.723283,1,rooftop,3900,"W Jackson Blvd",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
4/7/2019,P005661374,"3900 W JACKSON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.877381,-87.723283,1,rooftop,3900,"W Jackson Blvd",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
4/7/2019,P005681772,"2000 W OGDEN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.871602,-87.677976,1,range_interpolation,2000,"W Ogden Ave",,,Chicago,IL,"Cook County",60612,US,"TIGER/Line® dataset from the US Census Bureau"
4/7/2019,P005686035,"6300 S VERNON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.78011,-87.61441,1,range_interpolation,6300,"S Vernon Ave",,,Chicago,IL,"Cook County",60637,US,"TIGER/Line® dataset from the US Census Bureau"
4/7/2019,P005642587,"3600 W DOUGLAS ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.863186,-87.715587,1,rooftop,3600,"W Douglas Blvd",,,Chicago,IL,"Cook County",60623,US,"City of Chicago"
4/7/2019,P005670483,"10 W 95TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.722795,-87.624737,0.81,nearest_rooftop_match,14,"W 95th St",,,Chicago,IL,"Cook County",60620,US,"City of Chicago"
4/7/2019,P005615294,"1600 W LAKE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.885587,-87.667236,1,rooftop,1600,"W Lake St",,,Chicago,IL,"Cook County",60607,US,"City of Chicago"
4/7/2019,P005607520,"6200 S CALIFORNIA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.780808,-87.693796,1,rooftop,6200,"S California Ave",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
4/7/2019,P005743367,"10 S STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.881573,-87.628172,1,rooftop,10,"S State St",,,Chicago,IL,"Cook County",60603,US,"City of Chicago"
4/7/2019,P005922152,"10 W GRAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.891521,-87.628068,1,range_interpolation,10,"W Grand Ave",,,Chicago,IL,"Cook County",60610,US,"TIGER/Line® dataset from the US Census Bureau"
4/7/2019,P005804174,"300 S DEARBORN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.878016,-87.629298,1,range_interpolation,300,"S Dearborn St",,,Chicago,IL,"Cook County",60605,US,"TIGER/Line® dataset from the US Census Bureau"
4/8/2019,P005138310,"800 N LAMON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.895134,-87.748258,1,range_interpolation,800,"N Lamon Ave",,,Chicago,IL,"Cook County",60651,US,"TIGER/Line® dataset from the US Census Bureau"
4/8/2019,P005138311,"5200 W JACKSON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.876508,-87.754928,1,range_interpolation,5200,"W Jackson Blvd",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
4/8/2019,P005450723,"300 N LARAMIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.885788,-87.75526,1,range_interpolation,300,"N Laramie Ave",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
4/8/2019,P005561496,"2000 W 51ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.8015,-87.674847,1,rooftop,2000,"W 51st St",,,Chicago,IL,"Cook County",60609,US,"City of Chicago"
4/8/2019,P005560362,"2200 S ARCHER AVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.852658,-87.635826,1,rooftop,2200,"S Archer Ave",,,Chicago,IL,"Cook County",60616,US,"City of Chicago"
4/8/2019,P005692409,"3700 N RACINE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.949147,-87.65949,1,rooftop,3700,"N Racine Ave",,,Chicago,IL,"Cook County",60613,US,Cook
4/8/2019,P005724815,"6700 S RACINE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.772182,-87.654309,1,range_interpolation,6700,"S Racine Ave",,,Chicago,IL,"Cook County",60636,US,"TIGER/Line® dataset from the US Census Bureau"
4/8/2019,P005724816,"6800 S ASHLAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.77025,-87.664354,1,rooftop,6800,"S Ashland Ave",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
4/8/2019,P005788435,"7500 N PAULINA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",42.018437,-87.672627,0.78,nearest_rooftop_match,7478,"N Paulina St",,,Chicago,IL,"Cook County",60626,US,"City of Chicago"
4/8/2019,P005703350,"3800 W ROOSEVELT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.866089,-87.720123,1,range_interpolation,3800,"W Roosevelt Rd",,,Chicago,IL,"Cook County",60624,US,"TIGER/Line® dataset from the US Census Bureau"
4/8/2019,P005725185,"200 E 103RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.707525,-87.618292,1,rooftop,200,"E 103rd St",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
4/8/2019,P005615295,"100 N KEDZIE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.883074,-87.706565,1,rooftop,100,"N Kedzie Ave",,,Chicago,IL,"Cook County",60612,US,"City of Chicago"
4/8/2019,P005804275,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/8/2019,P005917119,"1100 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947051,-87.656515,1,range_interpolation,1100,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/9/2019,P003903059,"1400 W MORSE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",42.008257,-87.666066,1,rooftop,1400,"W Morse Ave",,,Chicago,IL,"Cook County",60626,US,"City of Chicago"
4/9/2019,P005336287,"4900 N MILWAUKEE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.969661,-87.762764,1,rooftop,4900,"N Milwaukee Ave",,,Chicago,IL,"Cook County",60630,US,"City of Chicago"
4/9/2019,P005464553,"5600 W CORCORAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.887124,-87.765107,1,range_interpolation,5600,"W Corcoran Pl",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
4/9/2019,P005450372,"2200 W 51ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.800383,-87.680433,1,range_interpolation,2200,"W 51st St",,,Chicago,IL,"Cook County",60609,US,"TIGER/Line® dataset from the US Census Bureau"
4/9/2019,P005536356,"5100 N MILWAUKEE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.972423,-87.764692,1,range_interpolation,5100,"N Milwaukee Ave",,,Chicago,IL,"Cook County",60630,US,"TIGER/Line® dataset from the US Census Bureau"
4/9/2019,P005680489,"200 W MERCHANDISE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
4/9/2019,P005691282,"4000 N DAMEN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.954311,-87.678753,1,range_interpolation,4000,"N Damen Ave",,,Chicago,IL,"Cook County",60618,US,"TIGER/Line® dataset from the US Census Bureau"
4/9/2019,P005642307,"2200 S CALIFORNIA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.851751,-87.695445,1,range_interpolation,2200,"S California Blvd",,,Chicago,IL,"Cook County",60608,US,"TIGER/Line® dataset from the US Census Bureau"
4/9/2019,P005701241,"10300 S LASALLE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.704698,-87.78376,0.7,rooftop,10300,"S Leslie Ln",,,"Chicago Ridge",IL,"Cook County",60415,US,Cook
4/9/2019,P005727971,"10 E ROOSEVELT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.867624,-87.627264,1,range_interpolation,10,"E Roosevelt Dr",,,Chicago,IL,"Cook County",60605,US,"TIGER/Line® dataset from the US Census Bureau"
4/9/2019,P005770743,"11100 S MICHIGAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.692407,-87.621385,1,rooftop,11100,"S Michigan Ave",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
4/9/2019,P005787859,"6300 S WESTERN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.779065,-87.683638,1,range_interpolation,6300,"S Western Ave",,,Chicago,IL,"Cook County",60636,US,"TIGER/Line® dataset from the US Census Bureau"
4/9/2019,P005770538,"10300 S WENTWORTH ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.706951,-87.628294,1,range_interpolation,10300,"S Wentworth Ave",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
4/9/2019,P005912172,"600 S STATE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.893023,-87.628591,1,rooftop,600,"N State St",,,Chicago,IL,"Cook County",60654,US,"City of Chicago"
4/9/2019,P005916178,"1000 W BUENA ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.958278,-87.654656,1,range_interpolation,1000,"W Buena Ave",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/9/2019,P005793539,"7100 S WESTERN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.764566,-87.683735,1,rooftop,7100,"S Western Ave",,,Chicago,IL,"Cook County",60636,US,Cook
4/10/2019,P005468976,"3400 W IOWA ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.897182,-87.711494,1,range_interpolation,3400,"W Iowa St",,,Chicago,IL,"Cook County",60651,US,"TIGER/Line® dataset from the US Census Bureau"
4/10/2019,P005450551,"5900 W DIVISION ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.902266,-87.77313,1,rooftop,5900,"W Division St",,,Chicago,IL,"Cook County",60651,US,"City of Chicago"
4/10/2019,P005558791,"4200 N AVERS ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.957499,-87.724052,1,range_interpolation,4200,"N Avers Ave",,,Chicago,IL,"Cook County",60618,US,"TIGER/Line® dataset from the US Census Bureau"
4/10/2019,P005547322,"6800 S JUSTINE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.770262,-87.663103,1,rooftop,6800,"S Justine St",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
4/10/2019,P005575248,"1700 W HOWARD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",42.019552,-87.672885,0.74,nearest_rooftop_match,1660,"W Howard St",,,Chicago,IL,"Cook County",60626,US,Cook
4/10/2019,P005575249,"7600 N PAULINA ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",42.019679,-87.673341,1,rooftop,7600,"N Paulina St",,,Chicago,IL,"Cook County",60626,US,"City of Chicago"
4/10/2019,P005691530,"3500 N CLARK ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.945755,-87.65523,1,range_interpolation,3500,"N Clark St",,,Chicago,IL,"Cook County",60657,US,"TIGER/Line® dataset from the US Census Bureau"
4/10/2019,P005651529,"7600 N PAULINA ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",42.019679,-87.673341,1,rooftop,7600,"N Paulina St",,,Chicago,IL,"Cook County",60626,US,"City of Chicago"
4/10/2019,P005640267,"3900 W ROOSEVELT RD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.866429,-87.722898,1,rooftop,3900,"W Roosevelt Rd",,,Chicago,IL,"Cook County",60624,US,Cook
4/10/2019,P005669278,"900 W BELMONT ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.940187,-87.651827,1,rooftop,900,"W Belmont Ave",,,Chicago,IL,"Cook County",60657,US,"City of Chicago"
4/10/2019,P005670854,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/10/2019,P005670856,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/10/2019,P005670858,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/10/2019,P005735952,"3000 W MADISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.88131,-87.701592,1,rooftop,3000,"W Madison St",,,Chicago,IL,"Cook County",60612,US,"City of Chicago"
4/10/2019,P005787510,"6200 S ARTESIAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.780943,-87.685269,1,rooftop,6200,"S Artesian Ave",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
4/11/2019,P005072214,"1000 W 59TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.786806,-87.649827,1,range_interpolation,1000,"W 59th St",,,Chicago,IL,"Cook County",60621,US,"TIGER/Line® dataset from the US Census Bureau"
4/11/2019,P005690387,"6300 S RICHMOND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.778911,-87.697046,1,range_interpolation,6300,"S Richmond St",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
4/11/2019,P005603944,"6300 S WESTERN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.779065,-87.683638,1,range_interpolation,6300,"S Western Ave",,,Chicago,IL,"Cook County",60636,US,"TIGER/Line® dataset from the US Census Bureau"
4/11/2019,P005735953,"3100 W CHICAGO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.895428,-87.704133,1,range_interpolation,3100,"W Chicago Ave",,,Chicago,IL,"Cook County",60622,US,"TIGER/Line® dataset from the US Census Bureau"
4/11/2019,P005727191,"2400 W 101ST ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.709871,-87.68173,1,range_interpolation,2400,"W 101st St",,,Chicago,IL,"Cook County",60655,US,"TIGER/Line® dataset from the US Census Bureau"
4/11/2019,P005793939,"2400 W 71ST ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.764551,-87.683242,1,range_interpolation,2400,"W 71st St",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
4/11/2019,P005793940,"6200 S ARTESIAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.780943,-87.685269,1,rooftop,6200,"S Artesian Ave",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
4/11/2019,P005918623,"6600 S COTTAGE GROVE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.774736,-87.60621,1,rooftop,6600,"S Cottage Grove Ave",,,Chicago,IL,"Cook County",60637,US,"City of Chicago"
4/12/2019,P005073271,"900 W 59TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.786838,-87.647402,1,range_interpolation,900,"W 59th St",,,Chicago,IL,"Cook County",60621,US,"TIGER/Line® dataset from the US Census Bureau"
4/12/2019,P005494592,"5000 W CONCORD ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.910628,-87.750898,1,range_interpolation,5000,"W Concord Pl",,,Chicago,IL,"Cook County",60639,US,"TIGER/Line® dataset from the US Census Bureau"
4/12/2019,P005461087,"5200 W WASHINGTON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.882213,-87.755139,1,range_interpolation,5200,"W Washington Blvd",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
4/12/2019,P005461089,"5000 W CHICAGO ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.895278,-87.750919,1,rooftop,5000,"W Chicago Ave",,,Chicago,IL,"Cook County",60651,US,"City of Chicago"
4/12/2019,P005636805,"6100 S HONORE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.782912,-87.670723,1,rooftop,6100,"S Honore St",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
4/12/2019,P005543955,"6500 S HALSTED ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.776379,-87.644851,1,range_interpolation,6500,"S Halsted Pkwy",,,Chicago,IL,"Cook County",60621,US,"TIGER/Line® dataset from the US Census Bureau"
4/12/2019,P005727747,"10 E ADAMS ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.879642,-87.627554,1,range_interpolation,10,"E Adams St",,,Chicago,IL,"Cook County",60603,US,"TIGER/Line® dataset from the US Census Bureau"
4/12/2019,P005787382,"6300 S ARTESIAN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.77909,-87.684863,1,range_interpolation,6300,"S Artesian Ave",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
4/12/2019,P005728046,"10 E 29TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.842103,-87.626598,1,range_interpolation,10,"E 29th St",,,Chicago,IL,"Cook County",60616,US,"TIGER/Line® dataset from the US Census Bureau"
4/12/2019,P005728047,"10 E 29TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.842103,-87.626598,1,range_interpolation,10,"E 29th St",,,Chicago,IL,"Cook County",60616,US,"TIGER/Line® dataset from the US Census Bureau"
4/12/2019,P005720268,"3900 W JACKSON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.877381,-87.723283,1,rooftop,3900,"W Jackson Blvd",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
4/12/2019,P005788717,"600 S STATE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.893023,-87.628591,1,rooftop,600,"N State St",,,Chicago,IL,"Cook County",60654,US,"City of Chicago"
4/12/2019,P005806238,"7000 S CLAREMONT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.766376,-87.682336,1,rooftop,7000,"S Claremont Ave",,,Chicago,IL,"Cook County",60629,US,"City of Chicago"
4/12/2019,P005771032,"7400 S STEWART ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.759673,-87.634894,1,rooftop,7400,"S Stewart Ave",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
4/12/2019,P005770181,"6800 S ASHLAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.77025,-87.664354,1,rooftop,6800,"S Ashland Ave",,,Chicago,IL,"Cook County",60636,US,"City of Chicago"
4/12/2019,P005804875,"300 S STATE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.888374,-87.628794,1,rooftop,300,"N State St",,,Chicago,IL,"Cook County",60610,US,"City of Chicago"
4/12/2019,P005794971,"1200 N DEARBORN ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.904154,-87.630417,1,rooftop,1200,"N Dearborn St",,,Chicago,IL,"Cook County",60610,US,"City of Chicago"
4/13/2019,P005362959,"1600 W 90TH ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.730147,-87.662903,1,range_interpolation,1600,"W 90th St",,,Chicago,IL,"Cook County",60620,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005488729,"1200 W LELAND ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.967047,-87.659649,1,range_interpolation,1200,"W Leland Ave",,,Chicago,IL,"Cook County",60640,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005483199,"100 E LOWER WACKER DR ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.888449,-87.625256,1,range_interpolation,100,"E Lower Wacker Dr",,,Chicago,IL,"Cook County",60606,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005451064,"4800 W GLADYS ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.875753,-87.7451,1,range_interpolation,4800,"W Gladys Ave",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005448148,"4900 N MILWAUKEE ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.969661,-87.762764,1,rooftop,4900,"N Milwaukee Ave",,,Chicago,IL,"Cook County",60630,US,"City of Chicago"
4/13/2019,P005633393,"7400 S HALSTED ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.759575,-87.644647,1,rooftop,7400,"S Halsted St",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
4/13/2019,P005592299,"7800 S KINGSTON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.753336,-87.562979,1,rooftop,7800,"S Kingston Ave",,,Chicago,IL,"Cook County",60649,US,"City of Chicago"
4/13/2019,P005672956,"1100 W 63RD ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.779899,-87.653137,1,rooftop,1100,"W 63rd St",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
4/13/2019,P005649232,"200  MRCHANDISE MT ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005671376,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005670859,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005670860,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005670861,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005670862,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005670863,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005670864,"900 W ADDISON ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.947135,-87.651902,1,range_interpolation,900,"W Addison St",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005642589,"1200 S KEELER ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.865951,-87.730063,1,range_interpolation,1200,"S Keeler Ave",,,Chicago,IL,"Cook County",60623,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005787133,"6300 S KEATING ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.778294,-87.741068,1,range_interpolation,6300,"S Keating Ave",,,Chicago,IL,"Cook County",60629,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005720340,"300 N PULASKI ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.885863,-87.726032,1,rooftop,300,"N Pulaski Rd",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
4/13/2019,P005720341,"300 N PULASKI ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.885863,-87.726032,1,rooftop,300,"N Pulaski Rd",,,Chicago,IL,"Cook County",60624,US,"City of Chicago"
4/13/2019,P005726508,"11100 S VINCENNES ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.691948,-87.66362,1,range_interpolation,11100,"S Vincennes Ave",,,Chicago,IL,"Cook County",60643,US,"TIGER/Line® dataset from the US Census Bureau"
4/13/2019,P005914903,"1100 S STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.902092,-87.628557,1,rooftop,1100,"N State St",,,Chicago,IL,"Cook County",60610,US,"City of Chicago"
4/13/2019,P005914904,"1100 S STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.902092,-87.628557,1,rooftop,1100,"N State St",,,Chicago,IL,"Cook County",60610,US,"City of Chicago"
4/13/2019,P005914905,"1100 S STATE ST ",CHICAGO,Illinois,"8-4-081(a)     Public Urination",41.902092,-87.628557,1,rooftop,1100,"N State St",,,Chicago,IL,"Cook County",60610,US,"City of Chicago"
